1426699622,220225 2342,220316 0950,280.00,220.00,MSI GTX 1660 Super Gaming X,Perfect working order and immaculate condition. Never overclocked or used for mining. Just occasional gaming. Happy to deliver locally. Can be seen working before.
1426851354,220227 1814,220302 0017,280.00,280.00,Gigabyte GTX 1660 OC 6GB 3 Fan edition.,For sale. Was used for around 6 months before I upgraded. Owned from new. Only play simulator games so wasn't stressed at all . Looking for £280 but open to near offers . Cash on collection only.. Please check my other adverts .
1426824074,220227 1311,220227 1311,280.00,280.00,GIGABYTE GAMING G1 OC GTX 1070 8GB BETTER THAN RTX 1660 ti,"Excellent condition, had this card since new and been great for me but managed to upgrade to a 3070ti"
1426802265,220227 0907,220328 1151,280.00,200.00,Palit StormX Geforce GTX 1660 (6 GB),"Used Palit Geforce GTX 1660. 6gb of VRAM. Only used for moderate gaming. Works well, has light dust build-up. --- Feel free to contact me with offers or if you have any questions. To contact me, either Email, message through Gumtree, call, or co"
1426950134,220301 1021,220301 1021,280.00,280.00,Nvidia GTX 1660 Super OC Gigabyte,"Here we have my Gigabyte Nvidia GTX 1660 Super, in good working order. No longer required due to upgrade. Please go to Gigabyte web site for card specifics or You tube reviews."
1426933097,220301 0017,220530 0623,299.00,200.00,Gigabyte GeForce GTX 1660 Mini ITX OC 6GB GDDR5,Gigabyte GeForce GTX 1660 Mini ITX OC 6GB GDDR5. Used for less than a year and in good condition. Will not come with the original box as this GPU was part of a pre-built PC.
1426914955,220301 0017,220306 1747,275.00,275.00,Gigabyte GeForce® GTX 1660 SUPER™ MINI ITX OC 6G - Model No: GV-N166SIXOC-6GD,Gigabyte GeForce® GTX 1660 SUPER™ MINI ITX OC 6G Model No: GV-N166SIXOC-6GD. With Box and Disc. I am upgrading my current PC to a more powerful system so I am selling this graphics card. There are numerous reviews on the internet for thi
1426890813,220301 0017,220304 1846,625.00,625.00,"Rtx 3070 zotac oc white LHR, not 3080 3060 rx GTX 5700 580 1060 1660",Used for gaming for a year. Perfect working condition. Perfect for 1440p games. Any questions get in touch.
1427043351,220302 2247,220316 0950,250.00,250.00,Gigabyte GTX 1660 OC 6GB 3 Fan edition.,For sale. Was used for around 6 months before I upgraded. Owned from new. Only play simulator games so wasn't stressed at all . Looking for £250 Cash on collection only.. Please check my other adverts
1427016471,220302 2247,220613 0854,4000.00,4000.00,"MINING RIG - nVidia - 3x 3060 Ti LHR, 3x 2060 Super, 2x 1660 Super - 320 MH/s ETH",Rig consists of 7 nVidia cards total: 3x 3060 Ti LHR 3x 2060 Super (one had been added since picture was taken) 2x 1660 Super Gives a total of around 320 MH/s using HiveOS (you may be able to get more). Can also sell individual components
1427323142,220306 1342,220311 0857,599.99,599.99,"Rtx 3070 zotac oc white LHR, not 3080 3060 rx GTX 5700 580 1060 1660",Used for gaming for a year. Perfect working condition. Perfect for 1440p games. Any questions get in touch. Urgent sale. Can test and inspect before purchase. Bargain.
1427265549,220305 1747,220316 0950,360.00,300.00,NVIDIA GEFORCE GTX 1660 SUPER,Excellent condition Gigabyte NVIDIA GTX 1660 SUPER OC EDITION 6 GB GDDR5 Only 3 months old. Selling due to upgrade.
1427253836,220305 1747,220328 1151,250.00,250.00,GTX 1660 AERO ITX GPU,MSI GTX1660 AERO ITX GDDR5 6gb in excellent condition .I don't have the box as it came with new pc already installed..Bargain price gpu. SPECIFICATIONS Model Name GeForce® GTX 1660 AERO ITX 6G OC Graphics Processing Unit NVIDIA® GeForce® GTX 1660
1427426814,220307 2207,220404 1137,299.99,275.00,GPU Graphics Card 1660 TI,For sale less than 6 months old. Perfect condition. not used any more or I also have 3 others for same price. All 1660 TI cards
1427360727,220307 1607,220710 1036,320.00,150.00,MSI - GeForce GTX 1660 SUPER 6 GB AERO ITX OC Graphics Card.,"MSI - GeForce GTX 1660 SUPER 6 GB AERO ITX OC Graphics Card. Box not included. Collection or delivery available (extra £15 for delivery) Will only delivery to Renfrewshire or Glasgow City. No time wasters, please."
1427352218,220307 1607,220710 1036,295.00,280.00,Msi VENTUS XS 1660 Super 6GB,Msi VENTUS XS 1660 Super 6GB Brand new Boost Clock / Memory Speed 1815 MHz / 14 Gbps 6GB GDDR6 DisplayPort x 3(v1.4a) HDMI x 1(Supports 4K 60Hz as specified in HDMI 2.0b)
1427590259,220310 1118,220405 2315,300.00,300.00,GTX 1660 super MSI Ventus 6GB,GTX 1660 super MSI Ventus 6GB I have 5 of these cards available £300 Each
1427578688,220310 0909,220314 2146,280.00,280.00,GTX 1660 TI 6GB Graphics Card GPU PC Gaming,Fully working and fantastic condition. GTX 1660 TI 6GB Graphics Card. Max out modern gaming!
1427557002,220309 1816,220316 0950,320.00,320.00,MSI GeForce GTX 1660 SUPER Ventus XS 6GB OC GPU | NON LHR | BOXED|,"MSI GeForce GTX 1660 SUPER Ventus XS 6GB OC GPU NON LHR The graphics card is in mint condition, used several months, fully tested and comes with all original packaging, manuals and badge. Do not hesitate to ask in case you have any question"
1427548547,220309 1606,220404 1137,310.00,205.00,Zotac 1660 Graphics Card,ZOTAC GeForce GTX 1660 Super 6GB Graphics Card (ZTT16620F10B) Nvidia GTX 1660 6GB GDDR5 1785MHz Boost Clock Dual Fan Cooling
1427534242,220309 1411,220316 0950,300.00,275.00,Gtx 1660 6gb gaming x,In immaculate condition. Comes in original box with booklets and cd Bought in 2019 and hardly ever used
1427523666,220309 1314,220404 1137,250.00,250.00,EVGA GEFORCE GTX 1660,In perfect working order.. never been overclocked from pet free smoke free home..
1427642355,220310 2154,220328 1151,260.00,240.00,GeForce GTX 1660 super 6gb graphics card,GTX 1660 super 6gb graphics card. Great for first build computers and gets steady FPS with all popular games. I’ve also had this running oculus quest through the pc at steady FPS for MSFS 2020. Great condition and only used for 8 months as I now ha
1427631076,220310 1901,220316 0950,230.00,230.00,gtx 1660 6 gb zotac,"Gtx 1660 6gb zotac , first owen, very good condition, cash only."
1427905098,220314 1350,220404 1137,280.00,280.00,GeForce GTX 1660 SUPER GAMING OC 6G - Mint Condition - GV-N166SGAMING OC-6GD,I bought this graphics card with the intention to start gaming again but it just didn't happen because I'm so short of time these days. It's a beast of a card which plays all the latest games in high quality but I'm ashamed to say I've only ever used
1427819302,220313 2146,220409 1041,260.00,230.00,ASUS TUF Gaming OC Edition 1660 TI 6GB GDDR6 Graphics Card,Fully working ASUS TUF Gaming 1660TI 6GB Graphics card in full working order & includes all original accessories/box etc. This is the more premium version of the TI series with the back plate attached to keep the card running cooler. Purchased bran
1427774246,220312 2146,220409 1041,325.00,225.00,ASUS PHOENIX GTX 1660 SUPER,"For sale, Asus phoenix gtx 1660 super 6gb Class graphics card for someone looking to start pc gaming or upgrade from an older gpu. Card performs as it should and has not been overclocked My only reason for sale is because I have upgraded,"
1427747372,220312 2146,220621 0749,275.00,190.00,Zotac gtx 1660 Ti,Selling old gpu that came in my prebuilt pc so no box unfortunately
1427744508,220312 2146,220409 1041,400.00,375.00,MSI GeForce GTX 1660 Super Ventus XS OC Edition,Selling do to finally upgrading to RTX 30 series. Collection only or I can deliver around Coventry. Cash or bank transfer.
1427987270,220315 1513,220323 0918,300.00,250.00,GeForce GTX 1660 SUPER,Am selling my GTX 1660 SUPER because of upgrade its still in my pc as seen in the picture GeForce GTX 1660 SUPER is up to 20% faster than the original GTX 1660 and up to 1.5X faster than the previous-generation GTX 1060 6GB. Powered by the award-winn
1427950620,220315 0606,220316 0950,290.00,290.00,Gtx 1660 TI venture xs,very good graphics card not much use gaming have box 📦 only collection please
1427950574,220315 0606,220316 0950,290.00,290.00,Gtx 1660 TI tuf gaming,very good graphics card Good gaming have box 📦 not much use play game only collection please
1428536303,220323 0625,220323 0625,200.00,200.00,MSI GTX 1660 SUPER GAMING X,Perfect working order and immaculate condition. Only used for occasional gaming. Original box and manuals. Happy to deliver locally. Can be seen working before. Not taking offers. **SALES CALLS WILL BE REPORTED TO THE TPS**
1428476017,220322 1015,220419 1530,480.00,480.00,2 x Palit Gefore Gtx 1660 Supers 6GB,"Hey Guys, Got 2 x 1660 Supers 6GB for sale all in very good working order was mining with them kept below 50 degrees Celsius had them for 8 months."
1428418376,220322 0918,220419 1530,220.00,200.00,GTX 1660 6GB Gaming X,Msi GTX 1660 Gaming X 6gb In immaculate condition as my son never used it. RGB lights up the inside of the tower. Comes with box and original contents. No marks and only used for a few hours. Collection countesswells or can deliver in and ar
1428263711,220320 0918,220328 1151,300.00,300.00,GTX 1660 super,Excellent condition only selling as doesn’t fit in pc case. £300 to collect.
1428235648,220319 0918,220409 1041,300.00,300.00,Asus Geforce Gtx 1660 super 6gb gddr6,Republic of gamers Asus Geforce Gtx 1660 super GDDR6 6gb graphics card oc edition. good working order only used for light gaming
1428222837,220319 0918,220328 1151,210.00,210.00,Nvidia GTX 1660 Super 6GB GDDR6 PC Graphics Card,"Zotac gaming Nvidia GTX 1660 super 6GB GDDR 6 Graphics Card for PC Purchased mid 2020 - only lightly used for gaming, never been used for mining. 1 X HDMI port & 3 X Display Port, 8 pin power connector. Original box & anti static bag includ"
1428216718,220319 0918,220419 1530,190.00,160.00,gtx 1660 zotac,"Gtx 1660 6gb zotac , first owen, very good condition, cash only."
1428109043,220318 0918,220414 0947,220.00,220.00,MSI GTX 1660 Ventus graphics card,"Bought it less than a year ago, good little pocket rocket to boost your pc! feel free to ask me any questions about the card, drivers, installation or anything you want to know"
1428863201,220327 1443,220327 1443,200.00,200.00," GeForce GTX 1660 SUPER VENTUS XS OC Graphics Card '6GB GDDR6, 1815MHz","Boost Clock / Memory Speed : Up to 1815 MHz / 14 Gbps / 6GB GDDR6 TORX Fan 2.0 with Double Ball Bearings; dispersion fan blade : steep curved blade accelerating the airflow With MSI Afterburner Overclocking software, you can customise fan profiles,"
1428848829,220327 1151,220419 1530,200.00,200.00,Gtx 1660 OC 6b,"Working 1660 can provide videos when asked, selling due to an upgrade Pickup only"
1428752388,220326 1151,220419 1530,250.00,250.00,GeForce GTX 1660 OC 6G - Mint - Fully Boxed,Did you know the 50 million tonnes of e-waste generated every year will more than double to 110 million tonnes by 2050? E-waste is currently the fastest growing waste stream in the world. Let's start by recycling our old equipment and buying USED ins
1428752204,220326 1151,220419 1530,290.00,290.00,GeForce GTX 1660 SUPER StormX OC - Mint - Fully Boxed - Perfect for ITX or smaller,Did you know the 50 million tonnes of e-waste generated every year will more than double to 110 million tonnes by 2050? E-waste is currently the fastest growing waste stream in the world. Let's start by recycling our old equipment and buying USED ins
1428726815,220326 1151,220419 1530,200.00,200.00,Gtx 1660 gaming x,Bought for my son and was basically never used. Like new and comes with box
1429258153,220402 1137,220402 1137,200.00,200.00,gtx 1660 super pny dual fan,PNY GTX 1660 SUPER Twin Fan 6GB NVIDIA GeForce Graphics Card. NO PAYPAL NO POST NO TIME WASTERS NO OFFERS IT'S A GREAT PRICE KEY FEATURES • Based on Turing Architecture  • NVIDIA® GeForce Experience™ • NVIDIA® Ansel  • NVIDIA® Highlights
1429401382,220403 1932,220419 1530,215.00,215.00,MSI Ventus XS OC Edition 1660 Super Graphics Card,"MSI Ventus XS OC Edition 1660 Super graphics card. Used, 2 1/2 years old. Full working order, carefully removed from PC by professional. (Still available on Amazon for £333!)"
1429384588,220403 1639,220405 2315,250.00,250.00,MSI GTX 1660 Super graphics card 6GB,"Selling my 1660 super graphics card, these are great cards and run new titles really well, I am only selling it as I no longer need it. Comes complete with all original packaging, from a smoke free house and came from new, I am it’s only owner. Can s"
1429280635,220402 1137,220402 1137,230.00,230.00,MSI VENTUS XS OC - GEFORCE RTX 1660 Super 6GB (used),"Used/Pre-owned Fully operational, selling due to upgrade to 30xx series MSI VENTUS XS OC - GEFORCE RTX 1660 Super 6GB GDDR6 OC Edition Requires 1x 8pin power, minimum recommended 430W PSU Please check your PC is compatible with this card bef"
1429272916,220402 1137,220430 1753,220.00,220.00,Graphics card 1660 super,"Few months old works perfect Graphics card 1660 super. Posted by Connor in Computers, Laptops & Netbooks, Video Cards & Sound Cards in Lochgelly. 2 April 2022"
1429187407,220401 1137,220710 1036,285.00,285.00,EVGA 1660 Super SC Ultra Gaming 6GB OC GPU (06G-P4-1068-KR),"Brand new, still in warranty, which is 3 years, opened just for testing purposes. To benefit of the warranty just register the product on EVGA website. Price is per unit. I have 2 gpus. Free shipping! I would rather have the seller collect it i"
1429175594,220401 1137,220710 1036,350.00,300.00,GIGABYTE GeForce GTX 1660 Super 6 GB Gaming OC Graphics Card,Perfect condition like new CUDA cores 1408 Clock speed 1860 MHz Maximum resolution 7680 x 4320 Supports up to 4 displays (HDMI 2.0b x 1 - DisplayPort 1.4 x 3) Windforce triple fans cooling system Exceptional performance 6Gb GDDR6 VR ready R
1429173321,220401 1137,220401 1137,210.00,210.00,Nvidia GTX 1660 Super 6GB GDDR6 PC Graphics Card,"Zotac gaming Nvidia 1660 super 6GB GDDR6 graphics card for PC Purchased new mid 2020 - only used for gaming, never been used for mining. 1x HDMI port & 3x Display Port, 8 pin power connector Original box & anti static bag included. Card"
1429154454,220401 1137,220405 2315,299.00,299.00,NVIDIA GeForce GTX 1660 TI 6GB HDMI DP GPU DEDICATED GRAPHICS CARD PC,"PNY GeForce GTX 1660 Ti 6GB XLR8 Gaming Overclocked Edition Graphics Card ,Black,VCG1660T6SFPPB-O NVIDIA GeForce GTX 1660 Ti 6GB NVIDIA CUDA Cores 1536, Clock speeds of 1500 MHz core and 1815 MHz boost PNY factory overclocked – no additional so"
1429050713,220330 1137,220409 1041,250.00,250.00,MSI GTX 1660 Super 6GB Ventus XS OC edition,Mint condition. Lightly used in an HTPC for a year. Selling due to upgrade.
1428971191,220329 1137,220405 2315,210.00,210.00,Graphics card 1660 Super,Been used twice Selling due to having a 3080 6GB
1429555003,220405 1910,220502 1459,215.00,215.00,Zotac 1660 - Excellent Condition,"Upgraded to a 3060 and therefore no longer used, hasn’t really been put to much use to be honest! ZOTAC GeForce GTX 1660 6GB Graphics Card (ZTT16620F10B) Nvidia GTX 1660 6GB GDDR5 1785MHz Boost Clock Dual Fan Cooling"
1429753661,220408 1236,220414 0947,240.00,240.00,GeForce GTX 1660 Super,"Barely used Palit 1660 super. Only replaced as part of a pre-build and I’m upgrading. Has DVI, HDMI and DP ports."
1429714963,220408 1041,220414 0947,240.00,240.00,GTX 1660 super,"I have a 1660 super for sale, sadly no longer needed as I am not on the computer much. In good condition and has been sat collecting dust. Please feel free to ask any questions. Thanks for looking"
1429698972,220408 1041,220408 1041,210.00,210.00,MSI GeForce GTX 1660 Super Ventus OC Edition,"This GPU is working and in perfect condition, no marks/damage. Selling for what I purchased at, collection preferred. Comes in original box."
1429568989,220406 1041,220414 0947,170.00,170.00,Graphics card 1660 super,Been used twice Selling due to having a 3080 6GB No offers
1430184252,220414 0347,220414 0347,250.00,250.00,Gtx 1660 gpu graphics card gaming,"Gtx 1660 gpu graphics card. Works perfect. Can be seen working. Gtx 1660 gpu graphics card gaming . Posted by .... in Computers, Laptops & Netbooks, Video Cards & Sound Cards in Huddersfield. 14 April 2022"
1430139062,220413 1239,220419 1530,320.00,260.00,Gtx 1660 Super Palit (Basically Brand new GPU) Offers accepted,"*Next Day Delivery Guaranteed for Free* I have had this graphics card for 1 year, bought it brand new, but only used the whole pc once because I don’t have the time and I want to sell it. So still basically brand new. Don’t have the original box as"
1430115322,220413 0947,220502 1459,225.00,225.00,Rog strix gtx 1660 super,"Selling as upgrading Rog strix 1660 super 6gb gddr6 in excellent condition not caked up with dust,will play AAA games at 100+FPS used for gaming only never mined or overclocked £225ono Can be seen working"
1430021497,220412 0947,220412 0947,230.00,230.00,GTX 1660 Super 6gb Asus Tuf graphics card,"In good condition, works perfectly, with the original box. Good performance in games, I was getting over 160 fps in Dirt Rally at 1080p Ultra settings. Cash on collection only, I won't post this graphics card. Requires a single 8-pin power con"
1429994394,220412 0947,220419 1530,220.00,220.00,*LIKE NEW* - GeForce GTX 1660 ARMOR 6G OC,"LIKE NEW - GeForce GTX 1660 ARMOR 6G OC. **CASH/BANK TRANSFER AT COLLECTION ONLY!!** No original box, however, will be packaged securely to keep safe in transit including a static proof bag. This card has NEVER been used for mining!!! Has on"
1429855956,220410 0947,220410 0947,150.00,150.00,PNY GTX 1660 Mini Card(1 Fan) Collection Only Haslemere Surrey,PNY GTX 1660 Mini Card 6GB(1 Fan) Collection Only Haslemere Surrey Works well about 2 to 2 half years old No Box Selling due to upgrading. No I'm not posting it.
1430604582,220401 1530,220502 1459,230.00,210.00,GTX MSI 1660 Super GDDR6,- Excellent working condition - Box plus packaging - Collection only
1430573962,220419 1027,220419 1027,160.00,160.00,1660 super (Brand new) graphics card Nvidia gpu,"Removed from a (brand new) Prebuilt Desktop. New condition. Item can be collected at one of our offices, Strictly cash on collection, No online payments to avoid scams. This includes PayPal or Bank transfers. Cash only. Contact to arrange a coll"
1430491874,220418 1530,220418 1530,250.00,250.00,MSI 1660 Super Geforce GTX Graphics Card,MSI GeForce GTX 1660 Super Gaming X Graphics Card A brilliant card to get into PC gaming in Excellent condition had very little use and is with its original box .
1430490486,220418 1530,220624 1241,160.00,160.00,EVGA GEFORCE GTX 1660,In perfect working order... from smoke free home.. Local delivery or pickup only.... any questions just ask..
1430437408,220417 1530,220516 0744,250.00,250.00,MSI GeForce GTX 1660 SUPER VENTUS XS OC Graphics,Selling this card as im looking to upgrade my pc specs. no sensible offer refused.
1430436718,220417 1530,220516 0744,250.00,250.00,MSI GEFORCE GTX 1660 Ti 6GB GDDR6,"I have a MSI GEFORCE GTX 1660 Ti which has 6GB of VRAM Its in mint conidition with no faults Barely used, not even a single scratch Still has warranty sticker on screw Comes in box Cash and collection from South harrow HA2 Ask me any questio"
1430410804,220417 1530,220710 1036,250.00,240.00,ASUS GeForce GTX 1660 SUPER DUAL EVO 6GB OC Graphics Card,"ASUS GeForce GTX 1660 SUPER DUAL EVO 6GB OC Graphics Card Less than two years old, selling due to a recent upgrade in graphics card, perfect condition (original box and packaging). FULLY TESTED AND WORKING OC Edition: TBD MHz GPU boost clock"
1422039550,220417 1530,220512 1717,219.00,199.00,Inno3d gtx 1660 6gb Nvidia,Used gtx 1660. Little over a year old but still in warranty. Selling as I want to go for higher graphic card for 1440 gaming. Don’t have original box
1430377570,220416 1530,220416 1530,200.00,200.00,1660 super (Brand new) graphics card Nvidia,"Removed from a (brand new) Prebuilt Desktop. New condition Item can be collected at one of our offices, Strictly cash on collection, No online payments to avoid scams. This includes PayPal or Bank transfers. Cash only. Contact to arrange a colle"
1430331830,220416 1530,220530 0623,170.00,170.00,MSI GEFORCE GTX 1660 6GB,"MSI Nvidia GeForce GTX 1660 Armor 6G OC Graphics Card 6 GB GDDR5, 1845 MHz, 3x DisplayPort, HDMI, Dual Fan Cooling System WORKING EXCELLENT. SELLING BECAUSE I HAVE NEW. (PRICE LAST)"
1430322985,220416 1530,220416 1530,225.00,225.00,Asus Dual Geforce GTX 1660 Super,"For sale I got a brand new Asus Dual Geforce GTX 1660 Super has been opened for testing once, new with manufacturers warranty. Great for gaming or mining. Collection from Wellingborough or I can post with payment in advance via PayPal. Inbox me f"
1430292434,220415 1530,220512 1717,200.00,200.00,MSI Nvidia GeForce GTX 1660 Graphics Card,"NO OFFERS - MSI Nvidia GeForce GTX 1660 Armor 6G OC Graphics Card 6 GB GDDR5, 1845 MHz, 3x DisplayPort, HDMI, Dual Fan Cooling System Used but in perfect condition. Can post if you cover cost or collection from Swaffham or North Elmham"
1430249269,220415 1530,220415 1530,200.00,200.00,Nvidia GTX 1660 ti PNY,6GB nvidia GeForce grx 1660ti. Looking for a quick sale. Bought card around 2 years ago and barely used it. Was over 300 at the time. Card is great and in mint condition and works great also. Don't have a photo of it at the moment but will update AS
1430777293,220422 1459,220519 2117,270.00,270.00,NVidia Gforce 1660 TI,"The GeForce GTX 1660 Ti is powered by the NVIDIA Turing™ architecture, bringing incredible performance to the latest games. Get Game Ready with GTX. GPU Chipset Manufacturer NVIDIA Chipset Model Name GeForce GTX 1660 Ti Boost Chip Clock 1800 M"
1431059552,220425 1401,220425 1526,1234.00,1234.00,GTX 1660 Super 6GB GDDR6 - Acer OEM,"Looking for offers on my graphics card as I'm upgrading. Less than 2 months old, the card is from a prebuild Acer and is a standard mini itx OEM card. Actually a great card and does a great job for the size, also has GDDR6 memory speeds which is an u"
1431057742,220425 1401,220425 1526,300.00,300.00,Brand New 1660 Super OC,Brand new sealed Zotac 1660 Super Twin Fan Delivery available for free depending on location
1430926749,220424 1459,220425 1526,125.00,125.00,ASUS Phoenix GeForce GTX 1660 6GB,"Hello, Simple listing want gone, Cheap price as want gone to upgrade to 3000 series, Collection in bury or delivery for £5 extra (will take bank/crypto) to my bank/account, Message for any extra custom photos or questions, Thanks, C"
1430827960,220423 1459,220519 2117,275.00,260.00,ZOTAC NVIDIA GeForce GTX 1660 SUPER 6GB GDDR6 Twin Fan Graphics Card...,"ZOTAC NVIDIA GeForce GTX 1660 SUPER 6GB GDDR6 Twin Fan Graphics Card.... Mint condition, no box as it came in my PC. Selling as I have upgraded to a new card A lightly used graphics card that has never been overclocked or put under any heav"
1430814882,220422 1459,220425 1526,170.00,170.00,1660 super graphics card (Brand new),"Removed from a (brand new) Prebuilt Desktop. New condition Item can be collected at one of our offices, Strictly cash on collection, No online payments to avoid scams. This includes PayPal or Bank transfers. Cash only. Contact to arrange a colle"
1430797848,220422 1459,220519 2117,250.00,250.00,GTX 1660 TI (LIKE NEW),"Gainward GEFORCE GTX 1660 ti. Like new condition, only been in my pc for 2 months. Selling as managed to buy a 2070 card. Collection from Needham market"
1430783254,220422 1459,220519 2117,275.00,275.00,Gigabyte GTX 1660 SUPER 6GB,1660 SUPER 6GB RAM Fully working In basically new condition Sold because of upgrade
1430724997,220421 1459,220519 2117,260.00,200.00,MSI GeForce 1660 super ventus 6Gb OC,"This card is less than a year old, in perfect working order and is only being moved on as I’ve upgraded. Never been overclocked, never used to mine on. This card will run most games on high settings. Pick up only please"
1430676402,220420 1459,220519 2117,250.00,250.00,MSI 1660 Super Geforce GTX Graphics Card,MSI GeForce GTX 1660 Super Gaming X Graphics Card A brilliant card to get into PC gaming in Excellent condition had very little use and is with its original box .
1430619834,220420 1459,220519 2117,160.00,160.00,Gtx 1660 6gb,"Gtx 1660 6gb zotac , first owen, very good condition, cash only."
1430620779,220420 1459,220512 1717,350.00,350.00,1660 super ti,"Hardly used just upgraded open to offers 1660 super ti. Open to offers Posted by Paul in Computers, Laptops & Netbooks, Video Cards & Sound Cards in Dartford. 19 April 2022"
1431399997,220430 0845,220502 1459,250.00,230.00,Gigabyte GeForce GTX 1660 SUPER GAMING OC 6G,For sale is my gigabyte gtx 1660 super gaming oc 6g .I used this gpu for less than two years and can truly say that's is great gpu for 1080p gaming can run most of the games at high and ultra settings I've been using it to play games such as forza ho
1431226784,220427 1753,220519 2117,210.00,210.00,Gigabyte GTX 1660 Super 6GB GPU,2 years old moderately used Nvidia GTX 1660 Super gaming graphics card in perfect working condition and has never been overclocked. Manufactured by Gigabyte so it's on the higher end of this series. Selling because I don't have use for it anymore.
1431196436,220427 1753,220523 1034,200.00,200.00,NVidia 1660 OC 6GB GPU,"This graphics card is in great condition, and I am selling due to upgrading to a new PC. It comes alone with 2 setting screws, no box. Contact me for more info."
1431526674,220502 0956,220502 0956,180.00,180.00,NVidia GTX 1660 Super 6GB,"NVidia GTX 1660 Super 6GB graphics card. First class condition, this is the Gainward Super Pegasus model (stock photo from TechPowerup). GPU-Z readout for further details. [Note:- NVidia updated these cards to enable RayTracing but avoid, massive per"
1431488626,220501 1459,220530 0623,250.00,250.00,Nvidea GeForce GTX 1660 Super & Sonnet eGFX eGPU.,"To start, I will not post, have a courier collect or any other similar. This will be collection only, cash on collection. I will ignore any messages for anything but a local collection in person. Photos are the actual eGPU housing and GPU itself as o"
1432108694,220509 1743,220621 0749,200.00,145.00,MSI GeForce GTX 1660 SUPER VENTUS XS OC - 6GB GDDR6,"MSI GeForce GTX 1660 SUPER VENTUS XS OC Graphics Card in great condition. Used only for light gaming, selling as I've upgraded. Can be seen working on collection. £200"
1432097182,220509 1436,220530 0623,300.00,200.00,GTX 1660 TI 6GB,Gigabyte GTX 1660TI 6GB for sale due to upgrade. Comes with original box and anti static bag. Comes from smoke and pet free home. Collection from ayr only.I will not post. £300 or nearest offer.
1432096533,220509 1436,220530 0623,300.00,200.00,GTX 1660 SUPER OC 6GB,"Gigabyte Gtx 1660 super OC 6gb for sale, Comes with its original box and anti static bag, Selling due to upgrade Comes from smoke and pet free home. Collection from ayr only,I will not post. £300 or nearest offer."
1432052353,220509 0836,220530 0623,220.00,220.00,ASUS Phoenix GeForce GTX 1660 SUPER 6GB GDDR6 Graphics Card,ASUS Phoenix GeForce GTX 1660 SUPER 6GB GDDR6 Graphics Card Used for about 3 weeks and now I have upgraded already so looking to sell to make back some of the money. £220 ONO
1431975577,220508 0836,220523 1034,230.00,200.00,Msi Geforce GTX 1660 Super X,Msi Geforce GTX 1660 Super X in Excellent Condition 1 year old only used for music software and light gaming not really much use. Cash on Collection. £230 Liverpool L5 Area
1431959006,220508 0836,220508 0836,230.00,230.00,MSI NVIDIA GTX 1660 Ti ARMOR 6G OC,"A powerful card at very good condition; performs as expected and is physically undamaged. Comes with a factory overclock so you can start using it with a bang! Has a stylish, minimalistic black and white finish. Core/Memory: - Boost Clock: 1869MHz -"
1431894455,220507 0836,220523 1034,220.00,220.00,MSI NVIDIA GeForce GTX 1660 6GB Super Gaming X Graphics Card,MSI NVIDIA GeForce GTX 1660 6GB Super Gaming X Graphics Card. In perfect condition. Message for more information.
1431663294,220504 0836,220504 0836,250.00,250.00,EVGA GeForce GTX 1660 SC Ultra 6GB NEXT DAY DELIVERY(NON L,Opened never used Like new Receipt included Please don't hesitate to contact me for any questions. Postage available
1432248605,220511 1717,220530 0623,210.00,180.00,GTX 1660,"Looking to sell my old graphics card. Works absolutely fine, I’ve only used it for one year. Open to negations. Cash is preferred. Sold as seen."
1432297169,220512 0712,220512 0712,220.00,220.00,MSI GTX 1660 SUPER 6GB GAMING X,"MSI GTX 1660 SUPER 6GB Haven't owned the card for too long now. Runs very cool and quietly. Really nice RGB too, overall a lovely looking card. Repasted and cleaned. I am happy to ship the card. Comes with original packaging Performance is on par wi"
1432191967,220511 1717,220530 0623,200.00,200.00,GTX 1660 ZOTAC GAMING,"This is the ZOTAC GAMING GeForce GTX 1660 6GB GDDR5, I have had it since January 2020. Has run like a charm for me ever since, recently upgraded and therefore don't really have a use case for it so looking to sell. Has basically sat in the case th"
1432145773,220510 1717,220530 0623,360.00,360.00,BRAND NEW 1660 TI OC 6GB GRAPHICS CARD,"Gigabyte 1660 Ti OC graphics card, brand new, never used… 6GB GDDR5 - Windforce 2 comes with warranty. features GEFORCE EXPERIENCE The essential companion to your GeForce graphics card. Capture and share videos, screenshots, and live"
1432555221,220515 1246,220523 1034,180.00,180.00,1660 gigabyte oc edition gpu,1660 graphics card 6gb video ram and in very good clean condition 1 year old has only been used for normal gaming no over clocking.
1432537125,220515 0841,220523 1034,200.00,200.00,Gtx 1660 super graphics card gigabyte,Graphics card 6 months old comes with the box collection only stanley south moor bargain ffor 200 pounds as thease go for 350 plays all triple a gamess medium to high graphics message for any questions
1432514961,220515 0744,220519 2117,230.00,180.00,PNY 1660 Super GPU,"6GB graphics card, single fan version Has been able to handle any game I've thrown at it really well, selling due to upgrade"
1432455925,220515 0744,220519 2117,180.00,180.00,1660 graphics card,1660 graphics card in good working order taken from a pc that we upgraded
1432377147,220513 0744,220608 0744,349.00,349.00,MSI GeForce GTX 1660 SUPER GAMING X Graphics card,"For sale I have in stock a brand new MSI GeForce GTX 1660 SUPER GAMING X Graphics Card '6GB GDDR6, 1830Hz, RGB Mystic Light, 3x DisplayPort, HDMI, Dual Fan Cooling System' This advert is for the graphics card only shown in the image, but I also bu"
